Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,
CDOR,"Condor Hospitality Trust, Inc.",9.75,115873816.5,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdor,
CFMS,"ConforMIS, Inc.",0.5406,34205196.2118,n/a,2015,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/cfms,
CNFR,"Conifer Holdings, Inc.",4.82,41067980.96,n/a,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfr,
CNFRL,"Conifer Holdings, Inc.",25.4441,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfrl,
CNMD,CONMED Corporation,67.96,1911624549.12,n/a,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cnmd,
CTWS,"Connecticut Water Service, Inc.",69.58,838419795.92,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/ctws,
CNOB,"ConnectOne Bancorp, Inc.",20.14,648189244.22,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cnob,
CONN,"Conn&#39;s, Inc.",27.91,884336136.89,n/a,2003,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/conn,
CNSL,"Consolidated Communications Holdings, Inc.",13.76,980408118.4,n/a,2005,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cnsl,
CWCO,Consolidated Water Co. Ltd.,12.39,185407441.59,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cwco,
CNAC,Constellation Alpha Capital Corp.,10.16,51843848.56,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnac,
CNACR,Constellation Alpha Capital Corp.,0.15,0,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacr,
CNACU,Constellation Alpha Capital Corp.,10.35,191785500,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacu,
CNACW,Constellation Alpha Capital Corp.,0.18,0,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacw,
CNST,"Constellation Pharmaceuticals, Inc.",5.9,151741097,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnst,
ROAD,"Construction Partners, Inc.",9.79,503349120.01,n/a,2018,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/road,
CPSS,"Consumer Portfolio Services, Inc.",3.62,81774167.38,n/a,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cpss,
CFRX,ContraFect Corporation,2.35,186612456.6,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cfrx,
CTRV,ContraVir Pharmaceuticals Inc.,0.518,8466150.56,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctrv,
CTRL,Control4 Corporation,21.77,581437557.54,n/a,2013,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ctrl,
CVON,"ConvergeOne Holdings, Inc.",12.52,956506828.68,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvon,
AWSM,Cool Holdings Inc.,2.85,22209816.3,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/awsm,
CPRT,"Copart, Inc.",51.18,11976628115.04,n/a,1994,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cprt,
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",6.9,394938722.4,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crbp,
CORT,Corcept Therapeutics Incorporated,13.93,1608522146.14,n/a,1982,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cort,
CORE,"Core-Mark Holding Company, Inc.",26.28,1201093367.4,n/a,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/core,
CSOD,"Cornerstone OnDemand, Inc.",54.62,3201399565.64,n/a,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/csod,
CORV,Correvio Pharma Corp.,3.51,124212343.32,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/corv,
CRVL,CorVel Corp.,69.7,1315983883.9,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/crvl,
CRVS,"Corvus Pharmaceuticals, Inc.",5.98,175106874.28,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crvs,
CSGP,"CoStar Group, Inc.",369.39,13453105119.93,n/a,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/csgp,
COST,Costco Wholesale Corporation,231.28,101348833201.28,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/cost,
CPAH,CounterPath Corporation,2.19,13077856.56,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cpah,
ICBK,"County Bancorp, Inc.",21.4,143290590.8,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/icbk,
COUP,Coupa Software Incorporated,64.43,3740967970.31,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/coup,
CVTI,"Covenant Transportation Group, Inc.",22.78,417923383.48,n/a,1994,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/cvti,
COWN,Cowen Inc.,15.91,463628361.99,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cown,
COWNL,Cowen Inc.,24.6381,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownl,
COWNZ,Cowen Inc.,24.7955,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownz,
PMTS,CPI Card Group Inc.,3.05,34039149.85,n/a,2015,Finance,Finance Companies,https://www.nasdaq.com/symbol/pmts,
CPSH,CPS Technologies Corp.,1.38,18220741.68,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpsh,
CRAI,"CRA International,Inc.",48.75,394930721.25,n/a,1998,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/crai,
CBRL,"Cracker Barrel Old Country Store, Inc.",180.81,4345184514.51,n/a,1981,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cbrl,
BREW,"Craft Brew Alliance, Inc.",16.08,311658732.96,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/brew,
CRAY,Cray Inc,26.21,1070329749.74,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/cray,
CREX,"Creative Realities, Inc.",3.28,9716544.08,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crex,
CREXW,"Creative Realities, Inc.",0.6,0,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crexw,
CACC,Credit Acceptance Corporation,409.42,7905693442.9,n/a,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cacc,
DGLD,Credit Suisse AG,53.77,19035117.7,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dgld,
DSLV,Credit Suisse AG,36.8,17072844.8,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dslv,
GLDI,Credit Suisse AG,8.21,111043550.42,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gldi,
SLVO,Credit Suisse AG,6.454,5485900,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/slvo,
TVIX,Credit Suisse AG,39.89,464052775.79,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tvix,
UGLD,Credit Suisse AG,83.29,130060083.57,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ugld,
USLV,Credit Suisse AG,57.45,234925401.75,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/uslv,
USOI,Credit Suisse AG,20.82,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/usoi,
VIIX,Credit Suisse AG,14.6,21815217.8,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viix,
ZIV,Credit Suisse AG,67.99,102868870,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ziv,
CREE,"Cree, Inc.",44.14,4526968958.62,n/a,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/cree,
CRESY,Cresud S.A.C.I.F. y A.,11.92,480108932.4,40277595,1997,Finance,Real Estate,https://www.nasdaq.com/symbol/cresy,
CRNX,"Crinetics Pharmaceuticals, Inc.",34.94,839852186.02,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crnx,
CRSP,CRISPR Therapeutics AG,38.33,1997434063.31,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crsp,
CRTO,Criteo S.A.,23.3,1532383612.1,65767537,2013,Technology,Advertising,https://www.nasdaq.com/symbol/crto,
CROX,"Crocs, Inc.",27.8,1857067994.6,n/a,2006,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/crox,
CRON,Cronos Group Inc.,9.15,1635109080.9,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cron,
CCRN,"Cross Country Healthcare, Inc.",9.07,328794157.38,n/a,2001,Technology,Professional Services,https://www.nasdaq.com/symbol/ccrn,
CRWS,"Crown Crafts, Inc.",5.78,58202045.24,n/a,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/crws,
CYRX,"CryoPort, Inc.",10.82,309123851.04,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrx,
CYRXW,"CryoPort, Inc.",9.9399,0,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrxw,
CSGS,"CSG Systems International, Inc.",35.07,1168827549.12,n/a,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/csgs,
CCLP,CSI Compressco LP,4.19,187904350.33,n/a,2011,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/cclp,
CSPI,CSP Inc.,11.51,46238593.54,n/a,1982,Technology,EDP Services,https://www.nasdaq.com/symbol/cspi,
CSWI,"CSW Industrials, Inc.",52.97,808898672.51,n/a,n/a,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/cswi,
CSX,CSX Corporation,72.63,61330250819.43,n/a,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/csx,
CTIC,CTI BioPharma Corp.,1.68,97420784.16,n/a,1997,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctic,
CTIB,CTI Industries Corporation,3.06,10802494.62,n/a,1997,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/ctib,
CTRP,"Ctrip.com International, Ltd.",28.85,13441685601.2,465916312,2003,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctrp,
CUE,"Cue Biopharma, Inc.",4.68,94223684.88,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cue,
CUI,"CUI Global, Inc.",1.68,47965330.56,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/cui,
CPIX,Cumberland Pharmaceuticals Inc.,6.27,97358196.21,n/a,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cpix,
CMLS,Cumulus Media Inc.,11.3,186271866.8,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cmls,
CRIS,"Curis, Inc.",0.8576,28397834.0096,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cris,
CUTR,"Cutera, Inc.",20.5,285028515,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cutr,
CVBF,CVB Financial Corporation,23.24,3261347635,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvbf,
CVV,CVD Equipment Corporation,4.7,30585315.8,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cvv,
CYAN,Cyanotech Corporation,3.65,21301801.5,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cyan,
CYBR,CyberArk Software Ltd.,74.14,2637784281.22,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cybr,
CYBE,CyberOptics Corporation,20.29,143616475.1,n/a,1987,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/cybe,
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.885,11060240.595,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycc,
CYCCP,"Cyclacel Pharmaceuticals, Inc.",5.5855,1872667.3415,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyccp,
CBAY,CymaBay Therapeutics Inc.,8.93,530791430.9,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbay,
CY,Cypress Semiconductor Corporation,13.9,5031105542.1,n/a,1986,Technology,Semiconductors,https://www.nasdaq.com/symbol/cy,
CYRN,CYREN Ltd.,2.86,153681096.14,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyrn,
CONE,CyrusOne Inc,56.08,5935198591.76,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cone,
CYTK,"Cytokinetics, Incorporated",7.86,430027674,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cytk,
CTMX,"CytomX Therapeutics, Inc.",13.8,621098035.2,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctmx,
CYTX,Cytori Therapeutics Inc.,0.3289,4341943.749,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytx,
CYTXW,Cytori Therapeutics Inc.,0.006,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytxw,
CYTXZ,Cytori Therapeutics Inc.,0.0011,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytxz,
CTSO,Cytosorbents Corporation,10.44,330445011.24,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ctso,
CYTR,CytRx Corporation,0.575,19341563.075,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cytr,
DJCO,Daily Journal Corp. (S.C.),236,325856056,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/djco,
DAKT,"Daktronics, Inc.",8.95,401501859.85,n/a,1994,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dakt,
DARE,"Dare Bioscience, Inc.",0.862,9845902.782,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dare,
DRIO,DarioHealth Corp.,0.74,19192762.1,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/drio,
DRIOW,DarioHealth Corp.,0.0705,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/driow,
DZSI,"DASAN Zhone Solutions, Inc.",13,215477977,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/dzsi,
DSKE,"Daseke, Inc.",4.02,259105811.64,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dske,
DSKEW,"Daseke, Inc.",0.19,0,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dskew,
DAIO,Data I/O Corporation,4.98,42033326.46,n/a,1981,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/daio,
DWCH,Datawatch Corporation,13.09,166724018.23,n/a,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dwch,
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",56.86,2207926566.08,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/play,
DTEA,DAVIDsTEA Inc.,2.04,53033123.16,n/a,2015,Consumer Non-Durables,Food Chains,https://www.nasdaq.com/symbol/dtea,
DFNL,Davis Fundamental ETF Trust,23.59,156873500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dfnl,
DINT,Davis Fundamental ETF Trust,16.1679,65479995,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dint,
DUSA,Davis Fundamental ETF Trust,22.8717,139517370,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dusa,
DWLD,Davis Fundamental ETF Trust,22.37,225937000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwld,
DWSN,Dawson Geophysical Company,3.72,85350337.08,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dwsn,
DBVT,DBV Technologies S.A.,15.1,403929983,26750330,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dbvt,
DDMX,DD3 Acquisition Corp.,n/a,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmx,
DDMXU,DD3 Acquisition Corp.,9.99,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmxu,
DDMXW,DD3 Acquisition Corp.,0.36,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmxw,
DCPH,"Deciphera Pharmaceuticals, Inc.",26.07,981827510.07,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dcph,
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",6.87,228920731.65,n/a,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dfrg,
TACO,"Del Taco Restaurants, Inc.",10.71,404454142.89,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/taco,
TACOW,"Del Taco Restaurants, Inc.",1.7333,0,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tacow,
DMPI,"DelMar Pharmaceuticals, Inc.",0.484,10920080.6,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dmpi,
DELT,Delta Technology Holdings Limited,0.98,12554107.72,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/delt,
DNLI,Denali Therapeutics Inc.,19.17,1820327453.64,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dnli,
DENN,Denny&#39;s Corporation,16.54,1035193511.96,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/denn,
XRAY,DENTSPLY SIRONA Inc.,37.78,8407849272.5,n/a,1987,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xray,
DERM,"Dermira, Inc.",11.61,489023300.7,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/derm,
DEST,Destination Maternity Corporation,4.39,64191738.96,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dest,
DXLG,"Destination XL Group, Inc.",2.8,137712013.6,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dxlg,
DSWL,"Deswell Industries, Inc.",3.15,50038502.85,n/a,1995,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/dswl,
DTRM,"Determine, Inc. ",0.607,9139442.394,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dtrm,
DXCM,"DexCom, Inc.",129.59,11513338668.55,n/a,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dxcm,
DFBH,DFB Healthcare Acquisitions Corp.,9.8,71663529,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbh,
DFBHU,DFB Healthcare Acquisitions Corp.,10.1,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhu,
DFBHW,DFB Healthcare Acquisitions Corp.,1.47,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhw,
DHXM,DHX Media Ltd.,2.65,357372157.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dhxm,
DHIL,"Diamond Hill Investment Group, Inc.",168.3,594119869.2,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/dhil,
FANG,"Diamondback Energy, Inc.",110.38,11176848216.18,n/a,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/fang,
DCIX,Diana Containerships Inc.,0.89,12872275.59,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dcix,
DRNA,"Dicerna Pharmaceuticals, Inc.",14.91,935333255.22,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drna,
DFFN,Diffusion Pharmaceuticals Inc.,0.28,14180160.12,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dffn,
DGII,Digi International Inc.,11.84,325224695.68,n/a,1989,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/dgii,
DMRC,Digimarc Corporation,20.12,239033748.6,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dmrc,
DRAD,Digirad Corporation,0.8918,18041674.0504,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/drad,
DGLY,"Digital Ally, Inc.",2.81,29293553.12,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/dgly,
APPS,"Digital Turbine, Inc.",1.93,149877095.18,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/apps,
DCOM,"Dime Community Bancshares, Inc.",18.25,683635528.25,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/dcom,
DIOD,Diodes Incorporated,34.83,1749192309.99,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/diod,
DISCA,"Discovery, Inc.",30.72,16081926973.44,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disca,
DISCB,"Discovery, Inc.",36.78,19254338349.06,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/discb,
DISCK,"Discovery, Inc.",27.93,14621361340.11,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disck,
DISH,DISH Network Corporation,32.76,15320996538.12,n/a,1995,Consumer Services,Television Services,https://www.nasdaq.com/symbol/dish,
DVCR,Diversicare Healthcare Services Inc.,3.86,25229569.88,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/dvcr,
